"ID";"Airports";"Periods";"CrossCountryFlights_1";"LocalFlights_2";"TotalFlights_3";"Scheduled_4";"NonScheduled_5";"TotalArrivalsFlights_6";"Scheduled_7";"NonScheduled_8";"TotalDeparturesFlights_9";"Scheduled_10";"NonScheduled_11";"TotalPassengers_12";"Scheduled_13";"NonScheduled_14";"TotalArrivalsPassengers_15";"Scheduled_16";"NonScheduled_17";"TotalDeparturesPassengers_18";"Scheduled_19";"NonScheduled_20";"TotalCountryOfOriginDestination_21";"EuropeTotal_22";"EUCountries_23";"OtherEurope_24";"TotalIntercontinentalPassengers_25";"Africa_26";"NorthAfrica_27";"WestAfrica_28";"CentralAfrica_29";"EastAfrica_30";"SouthAfrica_31";"America_32";"NorthAmerica_33";"CentralAmerica_34";"SouthAmerica_35";"Asia_36";"WestAsia_37";"SouthEastAsia_38";"NorthEastAsia_39";"Oceania_40";"OtherUnknown_41";"Unknown_42";"TotalCargo_43";"ScheduledCargo_44";"NonScheduledCargo_45";"TotalUnloadedCargo_46";"ScheduledCargo_47";"NonScheduledCargo_48";"TotalLoadedCargo_49";"ScheduledCargo_50";"NonScheduledCargo_51";"TotalCountryOfOriginDestination_52";"EuropeTotalCargo_53";"EUCountries_54";"OtherEurope_55";"TotalIntercontinentalCargo_56";"Africa_57";"NorthAfrica_58";"WestAfrica_59";"CentralAfrica_60";"EastAfrica_61";"SouthAfrica_62";"America_63";"NorthAmerica_64";"CentralAmerica_65";"SouthAmerica_66";"Asia_67";"WestAsia_68";"SouthEastAsia_69";"NorthEastAsia_70";"Oceania_71";"OtherUnknown_72";"Unknown_73";"TotalMail_74";"ScheduledMail_75";"NonScheduledCargoMail_76";"TotalUnloadedMail_77";"ScheduledMail_78";"NonScheduledMail_79";"TotalLoadedMail_80";"ScheduledMail_81";"NonScheduledMail_82";"TotalCountryOfOriginDestination_83";"EuropeTotalMail_84";"EUCountries_85";"OtherEurope_86";"TotalIntercontinentalMail_87";"Africa_88";"NorthAfrica_89";"WestAfrica_90";"CentralAfrica_91";"EastAfrica_92";"SouthAfrica_93";"America_94";"NorthAmerica_95";"CentralAmerica_96";"SouthAmerica_97";"Asia_98";"WestAsia_99";"SouthEastAsia_100";"NorthEastAsia_101";"Oceania_102"
"1142";"A043596";"2014KW03";"    7848";"    5360";"    5197";"    4142";"    1055";"    2589";"    2066";"     523";"    2608";"    2076";"     532";"  475822";"  413994";"   61828";"  236717";"  206252";"   30465";"  239105";"  207742";"   31363";"  475822";"  467316";"  415008";"   52308";"    8506";"    6909";"    6872";"      37";"       0";"       0";"       0";"      96";"       0";"       0";"      96";"    1501";"    1501";"       0";"       0";"       0";"       0";"       0";"      27";"      26";"       0";"      14";"      14";"       0";"      13";"      12";"       0";"      27";"      27";"       4";"      23";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1143";"A043596";"2014MM10";"    2432";"    1518";"    1701";"    1428";"     273";"     843";"     714";"     129";"     858";"     714";"     144";"  158138";"  144732";"   13406";"   83232";"   75422";"    7810";"   74906";"   69310";"    5596";"  158138";"  156860";"  141031";"   15829";"    1278";"    1278";"    1278";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      10";"      10";"       0";"       6";"       6";"       0";"       4";"       4";"       0";"      10";"      10";"       2";"       8";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1144";"A043596";"2014MM11";"    1862";"    1576";"    1173";"    1003";"     170";"     584";"     500";"      84";"     589";"     503";"      86";"   82604";"   79379";"    3225";"   43055";"   41468";"    1587";"   39549";"   37911";"    1638";"   82604";"   82604";"   75948";"    6656";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       7";"       6";"       0";"       3";"       3";"       0";"       4";"       4";"       0";"       7";"       7";"       1";"       6";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1145";"A043596";"2014MM12";"    1722";"    1126";"    1222";"    1078";"     144";"     618";"     537";"      81";"     604";"     541";"      63";"   95157";"   92204";"    2953";"   44167";"   42732";"    1435";"   50990";"   49472";"    1518";"   95157";"   94708";"   86083";"    8625";"     449";"     449";"     449";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       6";"       6";"       0";"       2";"       2";"       0";"       4";"       4";"       0";"       6";"       6";"       1";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1146";"A043596";"2014KW04";"    6016";"    4220";"    4096";"    3509";"     587";"    2045";"    1751";"     294";"    2051";"    1758";"     293";"  335899";"  316315";"   19584";"  170454";"  159622";"   10832";"  165445";"  156693";"    8752";"  335899";"  334172";"  303062";"   31110";"    1727";"    1727";"    1727";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      22";"      22";"       0";"      11";"      11";"       0";"      12";"      11";"       0";"      22";"      22";"       4";"      19";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1147";"A043596";"2014JJ00";"   28826";"   20697";"   18790";"   15805";"    2985";"    9354";"    7891";"    1463";"    9436";"    7914";"    1522";" 1624877";" 1492094";"  132783";"  812514";"  746303";"   66211";"  812363";"  745791";"   66572";" 1624877";" 1602446";" 1453533";"  148913";"   22431";"   20763";"   20726";"      37";"       0";"       0";"       0";"      96";"       0";"       0";"      96";"    1572";"    1572";"       0";"       0";"       0";"       0";"       0";"      91";"      74";"      18";"      33";"      33";"       0";"      58";"      40";"      18";"      91";"      75";"      14";"      61";"      16";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      16";"      16";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1148";"A043596";"2015MM01";"    1602";"    1060";"    1144";"    1031";"     113";"     570";"     515";"      55";"     574";"     516";"      58";"   84735";"   82453";"    2282";"   43775";"   42661";"    1114";"   40960";"   39792";"    1168";"   84735";"   84582";"   76352";"    8230";"     153";"     153";"     153";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       7";"       7";"       0";"       2";"       2";"       0";"       5";"       5";"       0";"       7";"       7";"       2";"       6";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1149";"A043596";"2015MM02";"    1864";"    1512";"    1263";"    1133";"     130";"     632";"     570";"      62";"     631";"     563";"      68";"  102424";"   97019";"    5405";"   49394";"   46577";"    2817";"   53030";"   50442";"    2588";"  102424";"  101790";"   94371";"    7419";"     634";"     634";"     634";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"       5";"       0";"       2";"       2";"       0";"       3";"       3";"       0";"       5";"       5";"       2";"       4";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1150";"A043596";"2015MM03";"    2348";"    1626";"    1530";"    1356";"     174";"     766";"     683";"      83";"     764";"     673";"      91";"  126737";"  121974";"    4763";"   65385";"   63024";"    2361";"   61352";"   58950";"    2402";"  126737";"  125849";"  116430";"    9419";"     888";"     888";"     888";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       6";"       5";"       0";"       3";"       3";"       0";"       3";"       3";"       0";"       6";"       6";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1151";"A043596";"2015KW01";"    5814";"    4198";"    3937";"    3520";"     417";"    1968";"    1768";"     200";"    1969";"    1752";"     217";"  313896";"  301446";"   12450";"  158554";"  152262";"    6292";"  155342";"  149184";"    6158";"  313896";"  312221";"  287153";"   25068";"    1675";"    1675";"    1675";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      19";"      18";"       0";"       7";"       7";"       0";"      11";"      11";"       0";"      19";"      19";"       4";"      15";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1152";"A043596";"2015MM04";"    2596";"    2284";"    1629";"    1388";"     241";"     816";"     691";"     125";"     813";"     697";"     116";"  134281";"  125479";"    8802";"   62045";"   58461";"    3584";"   72236";"   67018";"    5218";"  134281";"  131289";"  121690";"    9599";"    2992";"    2992";"    2992";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       9";"       8";"       1";"       7";"       6";"       1";"       2";"       2";"       0";"       9";"       9";"       1";"       8";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1153";"A043596";"2015MM05";"    2952";"    1966";"    1958";"    1646";"     312";"     975";"     822";"     153";"     983";"     824";"     159";"  190641";"  170753";"   19888";"   95368";"   85798";"    9570";"   95273";"   84955";"   10318";"  190641";"  187591";"  169241";"   18350";"    3050";"    3050";"    3050";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       6";"       6";"       0";"       2";"       2";"       0";"       3";"       3";"       0";"       6";"       6";"       0";"       6";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1154";"A043596";"2015MM06";"    3141";"    2212";"    1991";"    1660";"     331";"     996";"     830";"     166";"     995";"     830";"     165";"  180298";"  161778";"   18520";"   90135";"   80608";"    9527";"   90163";"   81170";"    8993";"  180298";"  177952";"  162599";"   15353";"    2346";"    2346";"    2346";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       6";"       6";"       0";"       3";"       3";"       0";"       3";"       3";"       0";"       6";"       6";"       0";"       6";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1155";"A043596";"2015KW02";"    8689";"    6462";"    5578";"    4694";"     884";"    2787";"    2343";"     444";"    2791";"    2351";"     440";"  505220";"  458010";"   47210";"  247548";"  224867";"   22681";"  257672";"  233143";"   24529";"  505220";"  496832";"  453530";"   43302";"    8388";"    8388";"    8388";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      20";"      19";"       1";"      12";"      11";"       1";"       8";"       8";"       0";"      20";"      20";"       1";"      20";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1156";"A043596";"2015MM07";"    2792";"    1834";"    1781";"    1410";"     371";"     886";"     705";"     181";"     895";"     705";"     190";"  155964";"  132713";"   23251";"   70204";"   61577";"    8627";"   85760";"   71136";"   14624";"  155964";"  152700";"  132953";"   19747";"    3264";"    3239";"    2921";"     318";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      25";"      25";"       0";"       0";"       0";"       0";"       0";"       7";"       7";"       0";"       6";"       6";"       0";"       2";"       2";"       0";"       7";"       7";"       0";"       7";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1157";"A043596";"2015MM08";"    2678";"    2126";"    1688";"    1349";"     339";"     840";"     674";"     166";"     848";"     675";"     173";"  163847";"  137204";"   26643";"   88826";"   73304";"   15522";"   75021";"   63900";"   11121";"  163847";"  159100";"  136222";"   22878";"    4747";"    4747";"    4186";"     561";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      11";"       9";"       2";"       4";"       3";"       1";"       6";"       5";"       1";"      11";"       8";"       0";"       8";"       3";"       3";"       0";"       3";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1158";"A043596";"2015MM09";"    2880";"    1812";"    1950";"    1599";"     351";"     977";"     799";"     178";"     973";"     800";"     173";"  178517";"  160687";"   17830";"   90050";"   81069";"    8981";"   88467";"   79618";"    8849";"  178517";"  175359";"  159628";"   15731";"    3158";"    3158";"    2888";"     270";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       7";"       6";"       1";"       2";"       2";"       0";"       5";"       4";"       1";"       7";"       4";"       0";"       3";"       3";"       3";"       0";"       3";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1159";"A043596";"2015KW03";"    8350";"    5772";"    5419";"    4358";"    1061";"    2703";"    2178";"     525";"    2716";"    2180";"     536";"  498328";"  430604";"   67724";"  249080";"  215950";"   33130";"  249248";"  214654";"   34594";"  498328";"  487159";"  428803";"   58356";"   11169";"   11144";"    9995";"    1149";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      25";"      25";"       0";"       0";"       0";"       0";"       0";"      25";"      22";"       3";"      12";"      11";"       1";"      13";"      11";"       2";"      25";"      19";"       0";"      19";"       6";"       6";"       0";"       6";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1160";"A043596";"2015MM10";"    2607";"    1978";"    1738";"    1474";"     264";"     861";"     738";"     123";"     877";"     736";"     141";"  152978";"  139535";"   13443";"   80438";"   72958";"    7480";"   72540";"   66577";"    5963";"  152978";"  150170";"  135717";"   14453";"    2808";"    2808";"    2703";"     105";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       4";"       3";"       1";"       3";"       2";"       1";"       1";"       1";"       0";"       4";"       4";"       1";"       3";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1161";"A043596";"2015MM11";"    1845";"    1528";"    1223";"    1059";"     164";"     611";"     537";"      74";"     612";"     522";"      90";"   85191";"   82370";"    2821";"   45535";"   44135";"    1400";"   39656";"   38235";"    1421";"   85191";"   85191";"   80280";"    4911";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       6";"       6";"       0";"       4";"       4";"       0";"       3";"       3";"       0";"       6";"       6";"       0";"       6";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1162";"A043596";"2015MM12";"    1839";"    1749";"    1127";"    1008";"     119";"     569";"     502";"      67";"     558";"     506";"      52";"   83770";"   81040";"    2730";"   39679";"   38290";"    1389";"   44091";"   42750";"    1341";"   83770";"   83466";"   77975";"    5491";"     304";"     304";"       0";"     304";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       6";"       6";"       0";"       3";"       3";"       0";"       3";"       3";"       0";"       6";"       6";"       0";"       6";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1163";"A043596";"2015KW04";"    6291";"    5255";"    4088";"    3541";"     547";"    2041";"    1777";"     264";"    2047";"    1764";"     283";"  321939";"  302945";"   18994";"  165652";"  155383";"   10269";"  156287";"  147562";"    8725";"  321939";"  318827";"  293972";"   24855";"    3112";"    3112";"    2703";"     409";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      16";"      15";"       1";"       9";"       9";"       1";"       7";"       7";"       0";"      16";"      16";"       1";"      15";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1164";"A043596";"2015JJ00";"   29144";"   21687";"   19022";"   16113";"    2909";"    9499";"    8066";"    1433";"    9523";"    8047";"    1476";" 1639383";" 1493005";"  146378";"  820834";"  748462";"   72372";"  818549";"  744543";"   74006";" 1639383";" 1615039";" 1463458";"  151581";"   24344";"   24319";"   22761";"    1558";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      25";"      25";"       0";"       0";"       0";"       0";"       0";"      80";"      75";"       5";"      41";"      38";"       3";"      39";"      37";"       2";"      80";"      73";"       5";"      68";"       7";"       7";"       0";"       7";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1165";"A043596";"2016MM01";"    1670";"    1346";"    1164";"    1074";"      90";"     576";"     539";"      37";"     588";"     535";"      53";"   88519";"   86085";"    2434";"   45699";"   44517";"    1182";"   42820";"   41568";"    1252";"   88519";"   87969";"   80711";"    7258";"     550";"     550";"       0";"     550";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       8";"       8";"       0";"       4";"       4";"       0";"       5";"       4";"       0";"       8";"       5";"       0";"       5";"       3";"       3";"       0";"       3";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1166";"A043596";"2016MM02";"    2072";"    1586";"    1399";"    1257";"     142";"     698";"     629";"      69";"     701";"     628";"      73";"  106972";"  103694";"    3278";"   52229";"   50518";"    1711";"   54743";"   53176";"    1567";"  106972";"  106516";"   99714";"    6802";"     456";"     456";"       0";"     456";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       8";"       6";"       2";"       5";"       4";"       1";"       3";"       2";"       1";"       8";"       7";"       2";"       6";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1167";"A043596";"2016MM03";"    2478";"    1930";"    1607";"    1436";"     171";"     804";"     717";"      87";"     803";"     719";"      84";"  127991";"  124596";"    3395";"   64426";"   62774";"    1652";"   63565";"   61822";"    1743";"  127991";"  127670";"  119517";"    8153";"     321";"     321";"     246";"      75";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       4";"       4";"       0";"       3";"       3";"       0";"       1";"       1";"       0";"       4";"       4";"       0";"       4";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1168";"A043596";"2016KW01";"    6220";"    4862";"    4170";"    3767";"     403";"    2078";"    1885";"     193";"    2092";"    1882";"     210";"  323482";"  314375";"    9107";"  162354";"  157809";"    4545";"  161128";"  156566";"    4562";"  323482";"  322155";"  299942";"   22213";"    1327";"    1327";"     246";"    1081";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      20";"      18";"       3";"      11";"      11";"       1";"       9";"       7";"       2";"      20";"      16";"       2";"      14";"       4";"       4";"       0";"       4";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1169";"A043596";"2016MM04";"    2575";"    2424";"    1646";"    1492";"     154";"     822";"     745";"      77";"     824";"     747";"      77";"  138051";"  135825";"    2226";"   63706";"   62998";"     708";"   74345";"   72827";"    1518";"  138051";"  135060";"  126652";"    8408";"    2991";"    2991";"    2800";"     191";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      13";"      12";"       1";"       9";"       9";"       1";"       4";"       4";"       0";"      13";"      12";"       0";"      12";"       2";"       2";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       1";"       1";"       0";"       0";"       0";"       0";"       1";"       1";"       0";"       1";"       1";"       0";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
