"ID";"Airports";"Periods";"CrossCountryFlights_1";"LocalFlights_2";"TotalFlights_3";"Scheduled_4";"NonScheduled_5";"TotalArrivalsFlights_6";"Scheduled_7";"NonScheduled_8";"TotalDeparturesFlights_9";"Scheduled_10";"NonScheduled_11";"TotalPassengers_12";"Scheduled_13";"NonScheduled_14";"TotalArrivalsPassengers_15";"Scheduled_16";"NonScheduled_17";"TotalDeparturesPassengers_18";"Scheduled_19";"NonScheduled_20";"TotalCountryOfOriginDestination_21";"EuropeTotal_22";"EUCountries_23";"OtherEurope_24";"TotalIntercontinentalPassengers_25";"Africa_26";"NorthAfrica_27";"WestAfrica_28";"CentralAfrica_29";"EastAfrica_30";"SouthAfrica_31";"America_32";"NorthAmerica_33";"CentralAmerica_34";"SouthAmerica_35";"Asia_36";"WestAsia_37";"SouthEastAsia_38";"NorthEastAsia_39";"Oceania_40";"OtherUnknown_41";"Unknown_42";"TotalCargo_43";"ScheduledCargo_44";"NonScheduledCargo_45";"TotalUnloadedCargo_46";"ScheduledCargo_47";"NonScheduledCargo_48";"TotalLoadedCargo_49";"ScheduledCargo_50";"NonScheduledCargo_51";"TotalCountryOfOriginDestination_52";"EuropeTotalCargo_53";"EUCountries_54";"OtherEurope_55";"TotalIntercontinentalCargo_56";"Africa_57";"NorthAfrica_58";"WestAfrica_59";"CentralAfrica_60";"EastAfrica_61";"SouthAfrica_62";"America_63";"NorthAmerica_64";"CentralAmerica_65";"SouthAmerica_66";"Asia_67";"WestAsia_68";"SouthEastAsia_69";"NorthEastAsia_70";"Oceania_71";"OtherUnknown_72";"Unknown_73";"TotalMail_74";"ScheduledMail_75";"NonScheduledCargoMail_76";"TotalUnloadedMail_77";"ScheduledMail_78";"NonScheduledMail_79";"TotalLoadedMail_80";"ScheduledMail_81";"NonScheduledMail_82";"TotalCountryOfOriginDestination_83";"EuropeTotalMail_84";"EUCountries_85";"OtherEurope_86";"TotalIntercontinentalMail_87";"Africa_88";"NorthAfrica_89";"WestAfrica_90";"CentralAfrica_91";"EastAfrica_92";"SouthAfrica_93";"America_94";"NorthAmerica_95";"CentralAmerica_96";"SouthAmerica_97";"Asia_98";"WestAsia_99";"SouthEastAsia_100";"NorthEastAsia_101";"Oceania_102"
"457";"A043590";"2000MM02";"   32989";"     304";"   31894";"   30435";"    1459";"   15951";"   15216";"     735";"   15943";"   15219";"     724";" 2561520";" 2401308";"  160212";" 1251605";" 1177679";"   73926";" 1309915";" 1223629";"   86286";" 2561520";" 1675373";" 1410946";"  264427";"  886147";"  119506";"   49765";"   20957";"       0";"   28116";"   20668";"  444379";"  328231";"   64948";"   51200";"  314424";"   91834";"  130297";"   92293";"    7838";"       0";"       0";"   99681";"   77591";"   22089";"   51070";"   38089";"   12981";"   48611";"   39502";"    9108";"   99681";"   10669";"    9160";"    1510";"   89011";"   10824";"     697";"     715";"      77";"    5821";"    3514";"   33498";"   23835";"    3391";"    6272";"   43857";"   16060";"   10439";"   17357";"     832";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"458";"A043590";"2000MM03";"   35420";"     273";"   34263";"   32455";"    1808";"   17127";"   16224";"     903";"   17136";"   16231";"     905";" 3067554";" 2846381";"  221173";" 1557499";" 1445451";"  112048";" 1510055";" 1400930";"  109125";" 3067554";" 2017959";" 1687684";"  330275";" 1049595";"  131527";"   63162";"   22197";"       0";"   24842";"   21326";"  555392";"  432298";"   65897";"   57197";"  354650";"  114210";"  132135";"  108305";"    8026";"       0";"       0";"  109485";"   84991";"   24494";"   54972";"   41273";"   13699";"   54513";"   43718";"   10795";"  109485";"   11413";"    9768";"    1644";"   98073";"   10849";"     466";"     738";"     108";"    6356";"    3181";"   35628";"   25940";"    3735";"    5953";"   50700";"   18898";"   11049";"   20753";"     896";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"459";"A043590";"2000KW01";"  101767";"     865";"   98694";"   93966";"    4728";"   49307";"   46931";"    2376";"   49387";"   47035";"    2352";" 8119719";" 7590111";"  529608";" 4052985";" 3793206";"  259779";" 4066734";" 3796905";"  269829";" 8119719";" 5275489";" 4415943";"  859546";" 2844230";"  368659";"  157112";"   68993";"       0";"   78925";"   63629";" 1468203";" 1109858";"  196875";"  161470";"  983441";"  297261";"  397504";"  288676";"   23927";"       0";"       0";"  301189";"  234781";"   66407";"  153381";"  114772";"   38609";"  147808";"  120009";"   27798";"  301189";"   31830";"   27326";"    4504";"  269359";"   31384";"    2012";"    2037";"     258";"   17481";"    9596";"  100274";"   71438";"   10714";"   18123";"  135278";"   48778";"   31657";"   54842";"    2423";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"460";"A043590";"2000MM04";"   35030";"     342";"   33815";"   31347";"    2468";"   16906";"   15667";"    1239";"   16909";"   15680";"    1229";" 3226951";" 2912581";"  314370";" 1582875";" 1448837";"  134038";" 1644076";" 1463744";"  180332";" 3226951";" 2142676";" 1777869";"  364807";" 1084275";"  129266";"   61816";"   23761";"       0";"   23023";"   20666";"  575714";"  462896";"   58643";"   54175";"  371629";"  129843";"  124354";"  117432";"    7666";"       0";"       0";"  100535";"   79465";"   21070";"   49990";"   38626";"   11363";"   50545";"   40839";"    9707";"  100535";"   10685";"    9170";"    1515";"   89850";"   10323";"    1191";"     726";"      98";"    4992";"    3317";"   31891";"   23183";"    2933";"    5776";"   46677";"   15560";"   10666";"   20451";"     959";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"461";"A043590";"2000MM05";"   37911";"     412";"   36539";"   32994";"    3545";"   18276";"   16500";"    1776";"   18263";"   16494";"    1769";" 3546493";" 3043551";"  502942";" 1768981";" 1524167";"  244814";" 1777512";" 1519384";"  258128";" 3546493";" 2441992";" 2009697";"  432295";" 1104501";"  117623";"   53218";"   23104";"       0";"   21799";"   19502";"  623217";"  516326";"   56380";"   50511";"  355685";"  122579";"  113051";"  120055";"    7976";"       0";"       0";"   98759";"   76165";"   22594";"   48078";"   35993";"   12085";"   50681";"   40172";"   10509";"   98759";"   10369";"    8869";"    1500";"   88391";"   10957";"    1335";"     938";"     156";"    5333";"    3195";"   31896";"   23212";"    3171";"    5513";"   44698";"   12562";"   11906";"   20230";"     840";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"462";"A043590";"2000MM06";"   36727";"     308";"   35206";"   31902";"    3304";"   17603";"   15951";"    1652";"   17603";"   15951";"    1652";" 3492787";" 2986607";"  506180";" 1748085";" 1500882";"  247203";" 1744702";" 1485725";"  258977";" 3492787";" 2373124";" 1923068";"  450056";" 1119663";"  118334";"   47572";"   24193";"       0";"   27833";"   18736";"  655471";"  545320";"   57187";"   52964";"  339040";"  110585";"  110128";"  118327";"    6818";"       0";"       0";"   96432";"   77300";"   19132";"   46514";"   36836";"    9678";"   49918";"   40464";"    9454";"   96432";"   10166";"    8535";"    1631";"   86266";"    8181";"    1495";"     526";"      76";"    2483";"    3601";"   32201";"   23816";"    3325";"    5060";"   44853";"   12109";"   12280";"   20465";"    1031";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"463";"A043590";"2000KW02";"  109668";"    1062";"  105560";"   96243";"    9317";"   52785";"   48118";"    4667";"   52775";"   48125";"    4650";"10266231";" 8942739";" 1323492";" 5099941";" 4473886";"  626055";" 5166290";" 4468853";"  697437";"10266231";" 6957792";" 5710634";" 1247158";" 3308439";"  365223";"  162606";"   71058";"       0";"   72655";"   58904";" 1854402";" 1524542";"  172210";"  157650";" 1066354";"  363007";"  347533";"  355814";"   22460";"       0";"       0";"  295726";"  232930";"   62796";"  144582";"  111455";"   33126";"  151144";"  121475";"   29670";"  295726";"   31220";"   26574";"    4646";"  264507";"   29461";"    4021";"    2190";"     330";"   12808";"   10113";"   95988";"   70211";"    9429";"   16349";"  136228";"   40231";"   34852";"   61146";"    2830";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"464";"A043590";"2000MM07";"   38287";"     338";"   37108";"   32763";"    4345";"   18553";"   16378";"    2175";"   18555";"   16385";"    2170";" 3952263";" 3218392";"  733871";" 1856012";" 1540423";"  315589";" 2096251";" 1677969";"  418282";" 3952263";" 2674616";" 2134416";"  540200";" 1277647";"  152630";"   66488";"   30173";"       0";"   34798";"   21171";"  714381";"  575286";"   67789";"   71306";"  403142";"  141439";"  125555";"  136148";"    7494";"       0";"       0";"   98766";"   81504";"   17262";"   44589";"   36316";"    8273";"   54177";"   45188";"    8989";"   98766";"   10905";"    8917";"    1987";"   87861";"    7205";"     957";"     537";"      68";"    2536";"    3107";"   32760";"   24107";"    3123";"    5530";"   46892";"   13815";"   12417";"   20660";"    1004";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"465";"A043590";"2000MM08";"   38300";"     388";"   37258";"   32876";"    4382";"   18626";"   16436";"    2190";"   18632";"   16440";"    2192";" 3932072";" 3185178";"  746894";" 2060959";" 1646689";"  414270";" 1871113";" 1538489";"  332624";" 3932072";" 2648907";" 2110330";"  538577";" 1283165";"  162638";"   73959";"   30327";"       0";"   37520";"   20832";"  702802";"  562749";"   66755";"   73298";"  409908";"  150100";"  127893";"  131915";"    7817";"       0";"       0";"   94547";"   77645";"   16902";"   43362";"   35096";"    8266";"   51185";"   42549";"    8636";"   94547";"   10266";"    8468";"    1799";"   84280";"    7218";"     652";"     641";"      76";"    2838";"    3011";"   31925";"   23093";"    2977";"    5855";"   44044";"   10969";"   11854";"   21221";"    1093";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"466";"A043590";"2000MM09";"   36788";"     309";"   35496";"   31846";"    3650";"   17752";"   15915";"    1837";"   17744";"   15931";"    1813";" 3720284";" 3139843";"  580441";" 1857698";" 1565323";"  292375";" 1862586";" 1574520";"  288066";" 3720284";" 2533364";" 2065190";"  468174";" 1186920";"  148315";"   64804";"   28002";"       0";"   35140";"   20369";"  650945";"  527122";"   59118";"   64705";"  380381";"  126136";"  121304";"  132941";"    7279";"       0";"       0";"  103074";"   82548";"   20525";"   49060";"   38190";"   10870";"   54014";"   44358";"    9655";"  103074";"   10828";"    8746";"    2081";"   92245";"    9350";"     608";"     551";"     112";"    4423";"    3657";"   33176";"   24352";"    3274";"    5549";"   48616";"   12974";"   13067";"   22575";"    1103";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"467";"A043590";"2000KW03";"  113375";"    1035";"  109862";"   97485";"   12377";"   54931";"   48729";"    6202";"   54931";"   48756";"    6175";"11604619";" 9543413";" 2061206";" 5774669";" 4752435";" 1022234";" 5829950";" 4790978";" 1038972";"11604619";" 7856887";" 6309936";" 1546951";" 3747732";"  463583";"  205251";"   88502";"       0";"  107458";"   62372";" 2068128";" 1665157";"  193662";"  209309";" 1193431";"  417675";"  374752";"  401004";"   22590";"       0";"       0";"  296387";"  241697";"   54689";"  137011";"  109602";"   27409";"  159376";"  132095";"   27280";"  296387";"   31999";"   26131";"    5867";"  264386";"   23773";"    2217";"    1729";"     256";"    9797";"    9775";"   97861";"   71552";"    9374";"   16934";"  139552";"   37758";"   37338";"   64456";"    3200";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"468";"A043590";"2000MM10";"   37315";"     253";"   36170";"   32689";"    3481";"   18087";"   16350";"    1737";"   18083";"   16339";"    1744";" 3651555";" 3146902";"  504653";" 1857661";" 1578422";"  279239";" 1793894";" 1568480";"  225414";" 3651555";" 2475461";" 2014934";"  460527";" 1176094";"  152229";"   68710";"   26308";"       0";"   36218";"   20993";"  620993";"  495824";"   60822";"   64347";"  394934";"  129359";"  132597";"  132978";"    7938";"       0";"       0";"  110050";"   85751";"   24299";"   52001";"   38998";"   13003";"   58049";"   46753";"   11296";"  110050";"   11416";"    9106";"    2310";"   98633";"   12121";"     992";"     609";"     161";"    5624";"    4735";"   34566";"   24558";"    3307";"    6701";"   50670";"   13759";"   13087";"   23824";"    1276";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"469";"A043590";"2000MM11";"   34018";"     310";"   32902";"   31222";"    1680";"   16455";"   15607";"     848";"   16447";"   15615";"     832";" 2914972";" 2728356";"  186616";" 1467988";" 1369479";"   98509";" 1446984";" 1358877";"   88107";" 2914972";" 1901315";" 1581188";"  320127";" 1013657";"  135438";"   56348";"   25355";"       0";"   32104";"   21631";"  521696";"  398413";"   64304";"   58979";"  348726";"   96316";"  142380";"  110030";"    7797";"       0";"       0";"  107780";"   83286";"   24494";"   50519";"   37648";"   12871";"   57261";"   45638";"   11623";"  107780";"   10462";"    8494";"    1967";"   97316";"   12335";"    1507";"     572";"     186";"    5322";"    4748";"   32173";"   22052";"    3605";"    6516";"   51950";"   15152";"   12171";"   24627";"     858";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"470";"A043590";"2000MM12";"   32546";"     245";"   31739";"   30042";"    1697";"   15874";"   15020";"     854";"   15865";"   15022";"     843";" 2713514";" 2544915";"  168599";" 1326896";" 1247741";"   79155";" 1386618";" 1297174";"   89444";" 2713514";" 1731137";" 1431939";"  299198";"  982377";"  130309";"   46088";"   27859";"       0";"   35461";"   20901";"  505127";"  373751";"   67570";"   63806";"  338342";"   92897";"  140959";"  104486";"    8599";"       0";"       0";"  111462";"   85757";"   25705";"   54943";"   40390";"   14553";"   56519";"   45367";"   11152";"  111462";"    8663";"    6912";"    1751";"  102798";"   13542";"    1666";"     595";"     112";"    7147";"    4021";"   33059";"   21958";"    3734";"    7368";"   55349";"   16928";"   13241";"   25179";"     848";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"471";"A043590";"2000KW04";"  103879";"     808";"  100811";"   93953";"    6858";"   50416";"   46977";"    3439";"   50395";"   46976";"    3419";" 9280041";" 8420173";"  859868";" 4652545";" 4195642";"  456903";" 4627496";" 4224531";"  402965";" 9280041";" 6107913";" 5028061";" 1079852";" 3172128";"  417976";"  171146";"   79522";"       0";"  103783";"   63525";" 1647816";" 1267988";"  192696";"  187132";" 1082002";"  318572";"  415936";"  347494";"   24334";"       0";"       0";"  329292";"  254794";"   74498";"  157463";"  117036";"   40427";"  171829";"  137758";"   34071";"  329292";"   30541";"   24512";"    6028";"  298747";"   37998";"    4165";"    1776";"     459";"   18093";"   13504";"   99798";"   68568";"   10646";"   20585";"  157969";"   45839";"   38499";"   73630";"    2982";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"472";"A043590";"2000JJ00";"  428689";"    3770";"  414927";"  381647";"   33280";"  207439";"  190755";"   16684";"  207488";"  190892";"   16596";"39270610";"34496436";" 4774174";"19580140";"17215169";" 2364971";"19690470";"17281267";" 2409203";"39270610";"26198081";"21464574";" 4733507";"13072529";" 1615441";"  696115";"  308075";"       0";"  362821";"  248430";" 7038549";" 5567545";"  755443";"  715561";" 4325228";" 1396515";" 1535725";" 1392988";"   93311";"       0";"       0";" 1222594";"  964202";"  258390";"  592437";"  452865";"  139571";"  630157";"  511337";"  118819";" 1222594";"  125590";"  104543";"   21045";" 1096999";"  122616";"   12415";"    7732";"    1303";"   58179";"   42988";"  393921";"  281769";"   40163";"   71991";"  569027";"  172606";"  142346";"  254074";"   11435";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"473";"A043590";"2001MM01";"   33669";"     282";"   32835";"   31212";"    1623";"   16416";"   15606";"     810";"   16419";"   15606";"     813";" 2703997";" 2544652";"  159345";" 1372944";" 1290819";"   82125";" 1331053";" 1253833";"   77220";" 2703997";" 1706476";" 1418968";"  287508";"  997521";"  139257";"   52839";"   27249";"       0";"   37573";"   21596";"  495888";"  360595";"   71633";"   63660";"  353274";"   93247";"  156379";"  103648";"    9102";"       0";"       0";"   95384";"   74913";"   20471";"   48967";"   36392";"   12575";"   46417";"   38521";"    7896";"   95384";"    7013";"    5542";"    1471";"   88370";"   12864";"    1301";"     695";"      33";"    6450";"    4385";"   29509";"   20292";"    3426";"    5790";"   45385";"   14969";"   10651";"   19766";"     613";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"474";"A043590";"2001MM02";"   31384";"     259";"   30436";"   28787";"    1649";"   15219";"   14389";"     830";"   15217";"   14398";"     819";" 2591373";" 2419112";"  172261";" 1267878";" 1188028";"   79850";" 1323495";" 1231084";"   92411";" 2591373";" 1698103";" 1417395";"  280708";"  893270";"  128834";"   52223";"   22648";"     338";"   35237";"   18388";"  432925";"  315078";"   64921";"   52926";"  324347";"   88845";"  139103";"   96399";"    7164";"       0";"       0";"   99928";"   78159";"   21769";"   49317";"   36980";"   12336";"   50611";"   41179";"    9432";"   99928";"    7495";"    5897";"    1597";"   92433";"   12165";"    1044";"     514";"      31";"    6196";"    4379";"   31228";"   20574";"    3824";"    6830";"   48263";"   15201";"   11368";"   21694";"     777";"       0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
